134.52	134.43	134.34	134.24	133.39	124.05	128.43	128.92	114.8	115.0	108.67	113.5	99.2	93.79	92.02	91.53	91.86	89.46	88.29	87.83	86.58	85.53	85.1	93.24	99.7	132.19	132.1	132.0	131.91	131.82	131.73	131.63	
134.84	134.75	133.88	134.32	134.47	132.97	133.29	122.79	122.61	119.15	117.16	114.73	112.91	111.6	110.33	110.06	110.56	108.51	106.26	101.78	100.18	93.5	89.55	89.47	88.87	87.32	85.96	85.05	88.07	114.55	117.14	129.46	
135.18	135.09	134.99	134.9	134.81	134.71	131.34	134.07	122.04	122.94	118.49	116.44	114.35	113.94	113.92	113.05	112.43	113.1	116.4	116.1	113.95	112.73	112.13	112.61	112.0	110.88	118.45	112.99	117.83	104.31	111.9	131.05	
135.51	135.42	135.33	135.23	135.14	129.18	126.61	131.24	122.39	120.37	117.9	115.52	113.29	117.38	118.22	119.02	117.84	115.67	117.14	119.97	119.99	118.05	115.68	115.62	116.2	117.62	118.58	117.57	118.42	118.76	124.66	132.62	
135.84	125.6	135.66	135.57	135.47	133.47	126.66	134.39	128.85	119.27	116.8	113.55	113.69	119.64	125.08	125.84	124.76	121.22	117.67	118.95	118.95	115.74	114.96	116.08	118.78	121.29	122.16	122.98	122.33	133.14	121.04	132.95	
136.17	136.08	135.99	135.9	135.8	127.52	135.39	131.27	130.24	124.51	115.16	115.97	117.38	121.6	126.35	130.37	129.86	125.96	123.73	119.7	116.82	113.73	112.98	115.95	118.6	122.34	123.74	126.12	128.39	122.74	131.46	132.81	
136.51	136.42	136.32	136.23	136.14	136.04	133.8	128.56	127.39	120.56	121.69	122.71	122.74	125.75	128.94	130.72	134.7	131.93	128.03	123.84	120.21	113.01	112.02	116.07	120.15	120.93	124.2	126.07	130.03	133.39	121.55	133.62	
136.84	136.75	136.66	136.56	136.47	136.38	133.55	131.11	117.66	122.47	126.93	129.44	129.22	132.41	135.92	137.51	138.57	136.46	133.28	128.65	124.05	117.21	114.78	117.54	120.96	123.75	125.93	126.57	130.05	134.14	134.04	133.95	
137.17	137.08	136.99	136.9	136.8	136.71	136.62	135.46	125.11	125.81	129.4	132.55	133.97	137.98	141.05	144.0	145.83	143.77	138.64	133.79	128.83	121.52	117.4	119.67	123.7	124.58	124.97	130.53	127.38	133.93	131.4	134.28	
137.51	137.41	137.32	137.23	137.13	136.85	136.95	133.99	124.91	125.94	128.61	133.01	137.82	142.43	148.05	151.28	152.61	148.89	143.51	137.31	132.66	126.06	119.76	120.62	124.98	126.35	124.43	131.84	129.92	134.4	134.71	132.01	
137.84	137.75	137.65	137.56	137.47	137.38	137.28	137.19	130.63	126.31	130.86	136.36	141.62	147.16	151.91	152.92	156.52	152.74	146.47	141.74	135.91	128.75	123.79	119.8	121.57	126.38	126.99	127.69	135.23	135.14	135.04	134.95	
138.17	138.08	137.99	137.89	137.8	137.71	137.61	132.7	124.2	137.14	130.8	136.47	140.74	145.82	149.74	151.15	151.88	153.07	148.4	142.95	136.83	131.49	127.93	123.85	119.68	124.76	124.78	127.27	135.56	135.47	135.38	135.28	
138.5	138.41	138.32	138.23	138.13	138.04	137.95	135.12	137.45	123.25	128.79	134.44	137.31	140.61	144.73	146.51	147.05	146.27	144.85	140.29	135.31	129.14	126.68	123.51	120.6	120.69	123.31	126.74	125.98	135.8	135.71	135.62	
138.84	138.75	138.65	138.56	138.47	138.37	138.28	136.27	137.08	123.02	130.97	132.24	132.88	135.36	138.37	141.09	138.53	139.92	138.99	137.36	132.37	127.03	121.95	119.17	115.53	119.64	121.51	134.1	127.22	135.04	136.04	135.95	
139.17	139.08	138.99	138.89	138.8	138.71	138.61	138.52	124.33	124.17	127.76	127.26	127.59	129.07	134.71	135.48	132.84	132.67	132.95	132.95	129.9	123.55	118.93	115.18	114.06	117.97	119.84	132.13	128.83	134.17	136.37	136.28	
128.4	139.41	139.32	139.23	139.13	139.04	138.95	138.85	138.76	137.59	119.58	122.29	120.74	124.92	129.88	129.22	126.4	126.75	126.79	126.53	125.98	120.14	115.89	113.8	116.41	119.34	124.5	136.75	136.89	136.8	136.71	136.61	
139.84	139.74	139.65	139.56	139.46	139.37	139.28	138.93	129.73	126.27	116.5	117.9	116.01	122.11	124.91	124.78	120.87	121.04	121.04	120.75	119.82	117.29	112.28	114.04	120.03	122.66	123.53	129.06	137.23	137.13	137.04	136.95	
140.17	140.08	139.98	139.89	139.8	139.7	139.61	139.52	139.18	127.93	122.0	118.22	114.83	117.45	119.51	119.99	115.39	115.46	115.46	114.36	113.26	111.1	110.39	115.78	121.36	124.12	127.05	133.61	137.3	137.47	137.37	137.28	
139.14	140.41	140.32	140.22	140.13	140.04	139.94	136.9	139.54	127.59	125.75	125.1	116.48	113.25	112.91	114.85	112.81	109.19	108.74	108.53	108.0	106.19	108.91	117.6	122.29	126.07	126.48	137.08	137.89	137.8	137.7	137.61	
140.83	140.74	140.65	140.56	140.46	140.37	140.28	140.18	140.09	138.73	128.5	124.76	117.38	113.55	113.83	116.74	117.13	112.05	107.58	104.12	104.21	106.62	112.75	119.12	123.49	128.16	135.95	133.98	138.22	138.13	138.04	137.94	
141.17	141.08	140.98	140.89	140.79	140.7	140.61	140.51	140.42	140.33	126.29	122.29	117.55	114.89	116.07	118.59	119.78	115.43	111.22	109.02	109.77	112.08	116.63	121.26	123.85	125.45	131.95	137.02	138.56	138.46	138.37	138.28	
141.5	141.41	141.31	141.22	141.13	141.03	140.94	140.85	136.76	140.25	135.05	121.86	118.41	115.89	116.04	117.83	118.75	116.23	114.57	113.14	114.14	116.47	119.48	123.23	124.81	128.65	137.41	138.98	138.89	137.35	138.7	135.77	
141.83	141.74	141.65	141.55	141.46	141.37	141.27	141.18	141.09	134.47	124.51	111.12	103.31	130.46	109.94	111.98	114.45	113.57	113.32	114.46	116.08	117.7	120.49	121.53	128.19	139.5	120.42	139.32	139.22	139.13	139.03	138.94	
142.16	142.07	141.98	141.89	141.79	141.7	141.61	141.51	141.42	141.33	138.48	114.37	94.23	93.5	93.48	93.0	92.22	91.73	92.68	93.33	97.6	100.03	104.28	110.28	125.37	117.47	136.46	139.65	139.55	139.46	139.37	139.27	
